age,fnlwgt,education-num,capital-gain,capital-loss,hours-per-week,marital-status,relationship,sex,occupation,age_group,education,workclass,native-country,race
38,89659,10,0,0,40,Married-civ-spouse,Husband,Male,Craft-repair,35-44,Bachelors,Private,United-States,White
38,232197,9,7,0,40,Married-civ-spouse,Wife,Female,Prof-specialty,35-44,5th-6th,Private,United-States,White
31,106029,12,5,0,40,Never-married,Own-child,Male,Adm-clerical,25-34,Prof-school,Private,United-States,White
37,183964,9,0,0,40,Married-civ-spouse,Husband,Male,Exec-managerial,35-44,Bachelors,Private,United-States,White
17,182853,12,2,0,6,Never-married,Not-in-family,Male,Other-service,17-24,HS-grad,Private,United-States,White
42,271829,9,8,0,40,Divorced,Unmarried,Female,Prof-specialty,35-44,HS-grad,Private,United-States,White
44,176802,13,8,0,71,Never-married,Own-child,Male,Adm-clerical,35-44,7th-8th,Private,United-States,White
30,221234,11,11,0,40,Married-civ-spouse,Husband,Male,Craft-repair,25-34,HS-grad,Private,United-States,White
36,215856,15,0,0,56,Never-married,Unmarried,Female,Craft-repair,35-44,Some-college,Private,United-States,White
49,178267,9,0,0,49,Married-civ-spouse,Husband,Male,Exec-managerial,45-54,HS-grad,Private,United-States,White
20,114372,9,0,0,40,Never-married,Own-child,Female,Machine-op-inspct,17-24,HS-grad,Private,United-States,White
82,116321,9,12,0,51,Married-civ-spouse,Husband,Male,Handlers-cleaners,65-90,Some-college,Self-emp-not-inc,United-States,White
57,280269,9,0,1586,26,Married-civ-spouse,Husband,Male,Exec-managerial,55-64,HS-grad,Private,United-States,White
69,153418,9,0,0,40,Married-civ-spouse,Husband,Male,Handlers-cleaners,65-90,Some-college,Private,United-States,White
44,169830,9,0,0,9,Married-civ-spouse,Husband,Male,Exec-managerial,35-44,Assoc-acdm,Federal-gov,United-States,White
20,342017,13,9,0,44,Never-married,Not-in-family,Male,Sales,17-24,Some-college,Private,United-States,White
44,115337,13,0,2336,40,Never-married,Own-child,Male,Adm-clerical,35-44,Bachelors,Federal-gov,United-States,White
25,1195546,8,6,0,40,Separated,Not-in-family,Female,Adm-clerical,25-34,HS-grad,Private,United-States,White
55,241736,6,3,0,45,Married-civ-spouse,Husband,Male,Transport-moving,55-64,HS-grad,Private,United-States,White
37,106061,9,0,0,40,Married-civ-spouse,Husband,Male,Prof-specialty,35-44,HS-grad,Private,United-States,White
31,159623,15,0,0,40,Never-married,Own-child,Female,Machine-op-inspct,25-34,Some-college,Private,United-States,White
26,314685,9,1,0,40,Never-married,Not-in-family,Female,Other-service,25-34,HS-grad,Private,United-States,White
56,250344,10,0,0,40,Married-civ-spouse,Husband,Male,Machine-op-inspct,55-64,9th,Private,United-States,White
56,191760,12,0,0,45,Married-civ-spouse,Husband,Male,Exec-managerial,55-64,7th-8th,Self-emp-not-inc,United-States,White
41,195805,10,0,0,45,Divorced,Unmarried,Female,Other-service,35-44,Some-college,State-gov,United-States,White
29,244082,9,1,0,40,Married-civ-spouse,Husband,Male,Machine-op-inspct,25-34,Assoc-acdm,Self-emp-inc,United-States,White
20,164867,14,3,0,40,Never-married,Not-in-family,Male,Craft-repair,17-24,Bachelors,Private,United-States,White
28,190706,9,6,0,43,Divorced,Unmarried,Female,Protective-serv,25-34,Masters,Private,United-States,White
51,263234,10,2874,0,40,Married-civ-spouse,Husband,Male,Craft-repair,45-54,HS-grad,Local-gov,Germany,White
36,268769,10,0,0,40,Divorced,Unmarried,Female,Adm-clerical,35-44,HS-grad,Private,United-States,White
49,323751,6,3,0,20,Never-married,Not-in-family,Male,Exec-managerial,45-54,Bachelors,Local-gov,United-States,White
57,288697,10,0,0,40,Married-civ-spouse,Husband,Male,Craft-repair,55-64,HS-grad,Private,United-States,White
67,394793,13,4,0,40,Married-civ-spouse,Husband,Male,Adm-clerical,65-90,Bachelors,Self-emp-inc,United-States,White
37,116220,14,14195,0,56,Married-civ-spouse,Husband,Male,Adm-clerical,35-44,12th,Private,United-States,White
41,110043,13,7193,0,40,Married-civ-spouse,Husband,Male,Craft-repair,35-44,HS-grad,Private,United-States,White
49,152188,13,5151,0,49,Widowed,Unmarried,Female,Exec-managerial,45-54,5th-6th,Private,United-States,White
34,313168,10,3507,2004,40,Divorced,Not-in-family,Female,Prof-specialty,25-34,11th,Private,United-States,White
42,311796,9,7,0,20,Never-married,Own-child,Male,Craft-repair,35-44,HS-grad,Private,United-States,White
48,241206,9,0,0,45,Married-civ-spouse,Husband,Male,Prof-specialty,45-54,HS-grad,Private,United-States,White
52,211637,9,0,0,40,Divorced,Unmarried,Female,Tech-support,45-54,Doctorate,Local-gov,United-States,White
51,318630,13,4819,0,40,Married-civ-spouse,Husband,Male,Exec-managerial,45-54,Bachelors,Private,United-States,White
23,161671,9,5141,0,34,Never-married,Own-child,Female,Sales,17-24,HS-grad,Private,Canada,White
35,128598,9,0,0,40,Never-married,Own-child,Female,Sales,35-44,HS-grad,Private,United-States,White
38,153400,13,2,0,40,Married-civ-spouse,Husband,Male,Prof-specialty,35-44,HS-grad,State-gov,Canada,White
36,69090,9,13,0,40,Divorced,Not-in-family,Female,Adm-clerical,35-44,Bachelors,Private,South,White
56,190768,9,7,0,50,Divorced,Not-in-family,Female,Other-service,55-64,HS-grad,State-gov,United-States,White
42,45016,9,2,0,49,Married-civ-spouse,Husband,Male,Exec-managerial,35-44,Bachelors,Private,United-States,White
51,158353,9,0,0,73,Married-civ-spouse,Wife,Female,Farming-fishing,45-54,Bachelors,Private,United-States,White
65,60330,11,1,0,49,Married-civ-spouse,Husband,Male,Craft-repair,65-90,Preschool,Private,United-States,White
30,140280,11,20,1889,46,Never-married,Not-in-family,Female,Prof-specialty,25-34,11th,State-gov,United-States,White
26,254697,9,0,0,56,Divorced,Not-in-family,Male,Adm-clerical,25-34,Bachelors,Private,United-States,White
50,373154,3,0,0,40,Separated,Not-in-family,Female,Prof-specialty,45-54,HS-grad,Private,United-States,White
55,69316,13,8,0,27,Never-married,Not-in-family,Female,Sales,55-64,Assoc-acdm,Federal-gov,United-States,White
72,60555,8,6,0,40,Married-civ-spouse,Husband,Male,Handlers-cleaners,65-90,HS-grad,Self-emp-not-inc,United-States,White
26,146063,10,0,0,37,Divorced,Not-in-family,Female,Sales,25-34,Bachelors,State-gov,United-States,White
20,386673,9,3,0,36,Never-married,Not-in-family,Male,Exec-managerial,17-24,HS-grad,Private,United-States,White
46,136090,9,0,1569,40,Married-civ-spouse,Wife,Female,Exec-managerial,45-54,Bachelors,Private,United-States,White
51,178934,9,4,0,40,Separated,Other-relative,Male,Tech-support,45-54,Assoc-voc,Self-emp-not-inc,United-States,White
48,204686,9,9,0,49,Married-civ-spouse,Husband,Male,Craft-repair,45-54,HS-grad,Self-emp-inc,United-States,White
28,107287,9,0,0,51,Divorced,Unmarried,Female,Sales,25-34,Bachelors,Private,United-States,White
26,35876,10,4,0,40,Never-married,Not-in-family,Male,Machine-op-inspct,25-34,HS-grad,Private,United-States,White
27,104083,11,6,0,45,Never-married,Unmarried,Female,Transport-moving,25-34,HS-grad,Private,United-States,White
43,163833,13,0,0,50,Married-civ-spouse,Husband,Male,Farming-fishing,35-44,Some-college,Self-emp-inc,United-States,White
20,275017,13,15449,0,27,Never-married,Not-in-family,Female,Craft-repair,17-24,HS-grad,State-gov,United-States,White
52,203713,7,9495,0,40,Married-civ-spouse,Other-relative,Female,Craft-repair,45-54,Bachelors,Private,United-States,White
49,474509,9,6,0,40,Divorced,Unmarried,Female,Other-service,45-54,Some-college,Self-emp-not-inc,United-States,White
63,336327,9,10,0,40,Married-civ-spouse,Husband,Male,Craft-repair,55-64,Some-college,Private,United-States,White
19,154499,9,1,0,7,Never-married,Not-in-family,Male,Sales,17-24,Some-college,Federal-gov,Dominican-Republic,Black
42,223700,9,0,0,31,Married-civ-spouse,Husband,Male,Prof-specialty,35-44,Masters,Self-emp-not-inc,United-States,White
21,173901,9,0,0,40,Never-married,Own-child,Female,Protective-serv,17-24,HS-grad,Private,United-States,White
32,194525,10,0,0,40,Never-married,Not-in-family,Female,Prof-specialty,25-34,7th-8th,Private,United-States,White
34,540378,9,4,0,44,Separated,Unmarried,Female,Handlers-cleaners,25-34,HS-grad,Private,United-States,White
46,119172,10,0,0,40,Never-married,Own-child,Male,Sales,45-54,7th-8th,Self-emp-not-inc,Mexico,White
35,332647,9,2,0,40,Married-civ-spouse,Husband,Male,Prof-specialty,35-44,HS-grad,Private,United-States,White
54,209785,6,1339,1980,70,Widowed,Unmarried,Female,Prof-specialty,45-54,12th,Private,United-States,White
44,85017,10,0,0,45,Married-civ-spouse,Husband,Male,Transport-moving,35-44,Some-college,Private,Guatemala,White
72,236489,9,2606,0,40,Married-civ-spouse,Husband,Male,Craft-repair,65-90,HS-grad,Local-gov,United-States,White
42,133566,9,15483,0,47,Married-civ-spouse,Own-child,Male,Prof-specialty,35-44,Bachelors,Private,United-States,White
38,54561,13,0,0,50,Divorced,Unmarried,Female,Transport-moving,35-44,Assoc-voc,Private,United-States,White
20,178572,10,6,0,20,Never-married,Not-in-family,Female,Adm-clerical,17-24,Some-college,Private,United-States,White
40,102575,12,13,0,32,Divorced,Unmarried,Male,Craft-repair,35-44,HS-grad,Local-gov,United-States,White
40,191611,9,15,0,40,Married-civ-spouse,Husband,Male,Exec-managerial,35-44,Some-college,Self-emp-not-inc,Canada,White
37,389680,14,0,0,40,Divorced,Unmarried,Female,Exec-managerial,35-44,HS-grad,Private,United-States,White
48,111016,9,0,0,36,Married-civ-spouse,Husband,Male,Sales,45-54,11th,Federal-gov,United-States,White
21,193324,9,0,1644,27,Never-married,Not-in-family,Male,Machine-op-inspct,17-24,Some-college,Private,United-States,White
33,94892,14,4,0,45,Married-civ-spouse,Husband,Male,Prof-specialty,25-34,Some-college,Private,United-States,White
40,223203,4,0,0,40,Divorced,Unmarried,Female,Adm-clerical,35-44,5th-6th,Private,United-States,White
23,191091,9,9,0,40,Never-married,Not-in-family,Male,Craft-repair,17-24,Some-college,Private,United-States,White
27,155420,9,0,0,40,Never-married,Not-in-family,Female,Farming-fishing,25-34,Prof-school,Private,United-States,White
56,165437,3,13,0,35,Married-civ-spouse,Husband,Male,Transport-moving,55-64,Some-college,Private,India,Asian-Pac-Islander
90,156986,9,0,0,40,Widowed,Unmarried,Female,Machine-op-inspct,65-90,Bachelors,Self-emp-not-inc,United-States,White
20,342043,9,0,0,40,Never-married,Not-in-family,Male,Exec-managerial,17-24,HS-grad,Private,United-States,White
33,159374,10,12,0,64,Never-married,Not-in-family,Female,Transport-moving,25-34,HS-grad,Private,United-States,White
21,107457,4,0,0,40,Never-married,Unmarried,Male,Adm-clerical,17-24,Some-college,Private,United-States,White
49,196456,9,2958,0,40,Divorced,Unmarried,Female,Other-service,45-54,Assoc-voc,Self-emp-not-inc,United-States,White
66,206674,13,0,0,30,Married-civ-spouse,Husband,Male,Adm-clerical,65-90,HS-grad,Private,United-States,White
29,158816,10,2,0,45,Never-married,Other-relative,Male,Exec-managerial,25-34,HS-grad,Private,United-States,White
41,281886,10,3,0,45,Married-civ-spouse,Husband,Male,Exec-managerial,35-44,Some-college,Private,United-States,White
22,337155,13,0,0,50,Never-married,Own-child,Female,Adm-clerical,17-24,Some-college,Private,United-States,White
36,269753,13,0,0,40,Married-civ-spouse,Husband,Male,Prof-specialty,35-44,Masters,Local-gov,United-States,White
50,168901,13,0,0,40,Married-civ-spouse,Husband,Male,Sales,45-54,Bachelors,Private,United-States,White
24,145473,9,9,0,40,Never-married,Not-in-family,Male,Other-service,17-24,12th,Private,United-States,White
54,439613,10,768,1905,50,Married-spouse-absent,Unmarried,Female,Adm-clerical,45-54,Bachelors,Private,United-States,White
34,224607,9,0,0,40,Married-civ-spouse,Husband,Male,Sales,25-34,HS-grad,State-gov,United-States,White
41,96675,14,2,0,63,Never-married,Not-in-family,Male,Sales,35-44,HS-grad,Private,United-States,White
50,202387,10,3,0,40,Never-married,Own-child,Male,Adm-clerical,45-54,Some-college,Local-gov,United-States,White
49,110973,11,0,0,40,Divorced,Not-in-family,Female,Prof-specialty,45-54,Assoc-acdm,Private,United-States,White
32,39075,9,9,0,15,Never-married,Not-in-family,Male,Farming-fishing,25-34,Prof-school,Private,United-States,White
23,229439,9,15052,0,51,Never-married,Own-child,Male,Other-service,17-24,HS-grad,Private,United-States,White
54,171279,9,15454,0,40,Divorced,Not-in-family,Male,Exec-managerial,45-54,Doctorate,Local-gov,Mexico,White
41,148433,9,2,0,40,Married-civ-spouse,Husband,Male,Sales,35-44,9th,State-gov,United-States,White
21,69970,10,11,0,40,Never-married,Own-child,Male,Sales,17-24,Some-college,Private,United-States,White
23,293635,14,10,1626,50,Married-civ-spouse,Husband,Male,Craft-repair,17-24,Some-college,Private,United-States,White
61,196229,7,2,0,29,Married-civ-spouse,Husband,Male,Adm-clerical,55-64,Some-college,Private,United-States,White
17,200021,10,0,0,49,Never-married,Other-relative,Female,Prof-specialty,17-24,Some-college,Private,United-States,White
56,280504,9,0,0,48,Married-civ-spouse,Husband,Male,Tech-support,55-64,Some-college,Self-emp-not-inc,United-States,White
19,168351,9,0,0,32,Never-married,Not-in-family,Male,Other-service,17-24,Assoc-voc,Federal-gov,United-States,White
54,269418,13,11,2274,44,Married-civ-spouse,Wife,Female,Other-service,45-54,HS-grad,Federal-gov,United-States,White
37,443632,9,0,0,40,Married-civ-spouse,Husband,Male,Exec-managerial,35-44,Bachelors,Self-emp-not-inc,United-States,White
68,193501,9,10,0,40,Married-civ-spouse,Husband,Male,Sales,65-90,Doctorate,Private,Philippines,Asian-Pac-Islander
50,89624,9,10,0,50,Separated,Not-in-family,Male,Adm-clerical,45-54,Some-college,Private,United-States,White
17,228853,13,10601,0,27,Never-married,Not-in-family,Female,Adm-clerical,17-24,HS-grad,Private,Thailand,White
42,57367,9,5,0,45,Never-married,Not-in-family,Male,Other-service,35-44,Masters,Self-emp-inc,United-States,White
52,260489,10,5,1392,50,Married-civ-spouse,Husband,Male,Exec-managerial,45-54,Masters,Private,United-States,White
49,189514,7,0,0,51,Married-civ-spouse,Husband,Male,Sales,45-54,Doctorate,Private,United-States,White
62,145205,13,0,0,55,Married-civ-spouse,Husband,Male,Prof-specialty,55-64,HS-grad,Private,Philippines,Asian-Pac-Islander
68,82664,9,7473,0,40,Married-civ-spouse,Husband,Male,Sales,65-90,Bachelors,Private,United-States,White
45,141163,9,0,0,40,Married-civ-spouse,Husband,Male,Prof-specialty,45-54,Assoc-acdm,Private,United-States,White
69,334636,12,0,0,40,Married-civ-spouse,Wife,Female,Exec-managerial,65-90,HS-grad,Private,United-States,White
52,41039,10,1,0,50,Married-civ-spouse,Own-child,Female,Sales,45-54,Doctorate,Private,United-States,White
17,176111,9,14,0,13,Never-married,Not-in-family,Male,Adm-clerical,17-24,9th,Private,Germany,White
25,53004,10,0,0,27,Never-married,Own-child,Female,Exec-managerial,25-34,Some-college,Private,United-States,White
27,254109,13,0,0,50,Never-married,Not-in-family,Male,Exec-managerial,25-34,HS-grad,Private,United-States,White
36,120002,9,0,0,40,Married-civ-spouse,Husband,Male,Craft-repair,35-44,Some-college,Private,United-States,White
72,107834,14,0,0,20,Never-married,Own-child,Male,Exec-managerial,65-90,HS-grad,Self-emp-not-inc,United-States,White
19,39516,13,5,0,27,Never-married,Not-in-family,Male,Exec-managerial,17-24,Some-college,Private,United-States,White
34,150061,10,0,0,28,Never-married,Own-child,Female,Prof-specialty,25-34,HS-grad,Private,United-States,White
31,345400,10,9,0,50,Married-civ-spouse,Husband,Male,Exec-managerial,25-34,Some-college,Private,United-States,White
44,30403,6,0,0,28,Never-married,Own-child,Male,Exec-managerial,35-44,Some-college,Self-emp-not-inc,United-States,White
55,212893,9,3,0,24,Married-civ-spouse,Husband,Male,Craft-repair,55-64,Masters,Private,United-States,White
50,196480,15,3955,0,40,Married-civ-spouse,Husband,Male,Exec-managerial,45-54,Prof-school,Private,United-States,White
47,99464,5,1,0,20,Divorced,Unmarried,Female,Prof-specialty,45-54,Bachelors,Private,United-States,White
19,242390,12,0,0,50,Never-married,Not-in-family,Male,Sales,17-24,HS-grad,Private,United-States,White
51,184948,15,8,0,40,Married-civ-spouse,Husband,Male,Exec-managerial,45-54,Some-college,Private,United-States,White
33,57216,9,4926,0,45,Never-married,Not-in-family,Female,Transport-moving,25-34,Assoc-acdm,Private,United-States,White
19,432698,12,0,0,17,Never-married,Other-relative,Male,Prof-specialty,17-24,12th,Private,United-States,White
76,144326,7,0,0,50,Widowed,Unmarried,Male,Other-service,65-90,Some-college,Private,United-States,White
31,27199,5,0,0,40,Never-married,Not-in-family,Male,Other-service,25-34,HS-grad,Private,United-States,White
23,148051,10,0,0,37,Married-civ-spouse,Husband,Male,Exec-managerial,17-24,HS-grad,Local-gov,United-States,White
65,116621,14,1,0,59,Widowed,Unmarried,Female,Adm-clerical,65-90,HS-grad,Self-emp-not-inc,United-States,White
38,140776,13,0,0,50,Married-civ-spouse,Wife,Female,Craft-repair,35-44,10th,Private,United-States,White
28,350216,10,1,0,28,Never-married,Not-in-family,Male,Craft-repair,25-34,HS-grad,Private,United-States,White
52,200842,15,9,0,37,Married-spouse-absent,Own-child,Male,Adm-clerical,45-54,7th-8th,Private,United-States,White
28,291850,10,0,0,53,Married-civ-spouse,Husband,Male,Handlers-cleaners,25-34,Doctorate,Private,United-States,White
35,173465,9,2,0,40,Married-civ-spouse,Husband,Male,Exec-managerial,35-44,Assoc-acdm,Private,United-States,White
55,50798,14,6,0,64,Divorced,Not-in-family,Female,Other-service,55-64,Bachelors,Private,India,Asian-Pac-Islander
43,280841,3,0,0,40,Married-civ-spouse,Husband,Male,Transport-moving,35-44,Assoc-voc,Private,United-States,White
49,257101,3,0,0,40,Divorced,Not-in-family,Male,Craft-repair,45-54,Bachelors,Private,United-States,White
51,249651,13,0,0,20,Divorced,Unmarried,Female,Prof-specialty,45-54,HS-grad,Private,United-States,White
45,359311,6,0,0,44,Divorced,Not-in-family,Male,Craft-repair,45-54,Bachelors,Private,Japan,Asian-Pac-Islander
56,190296,14,8,0,45,Married-civ-spouse,Husband,Male,Exec-managerial,55-64,HS-grad,Private,United-States,White
50,163237,9,1,0,24,Divorced,Unmarried,Female,Transport-moving,45-54,7th-8th,Private,United-States,White
22,232091,14,0,0,40,Divorced,Unmarried,Male,Machine-op-inspct,17-24,HS-grad,Local-gov,United-States,White
17,214239,13,0,0,45,Never-married,Not-in-family,Male,Craft-repair,17-24,HS-grad,Without-pay,United-States,White
