age,fnlwgt,education-num,capital-gain,capital-loss,hours-per-week,marital-status,relationship,sex,occupation,workclass,native-country,race
30,152122,10,6,0,31,Never-married,Husband,Male,Craft-repair,Private,United-States,Black
56,379320,9,1,0,48,Married-civ-spouse,Other-relative,Male,Machine-op-inspct,Private,United-States,White
48,116854,10,0,0,9,Married-civ-spouse,Husband,Male,Prof-specialty,Private,United-States,White
23,210065,9,0,0,40,Never-married,Unmarried,Female,Adm-clerical,State-gov,United-States,White
20,143376,13,6,0,49,Never-married,Husband,Male,Exec-managerial,Private,United-States,Black
59,783941,9,6,0,40,Married-civ-spouse,Not-in-family,Female,Exec-managerial,Self-emp-not-inc,United-States,White
35,195554,10,0,1844,40,Separated,Not-in-family,Male,Machine-op-inspct,Private,United-States,Black
37,55256,7,0,0,58,Never-married,Husband,Male,Prof-specialty,Private,United-States,White
65,35647,13,4,0,40,Widowed,Husband,Male,Exec-managerial,Local-gov,United-States,White
39,55146,12,2,0,40,Married-civ-spouse,Own-child,Male,Adm-clerical,Self-emp-not-inc,United-States,White
63,121341,9,0,0,40,Never-married,Not-in-family,Male,Machine-op-inspct,Private,United-States,White
29,110521,10,11,0,31,Never-married,Not-in-family,Male,Prof-specialty,Private,United-States,White
23,215547,13,0,0,40,Married-civ-spouse,Not-in-family,Female,Other-service,Private,United-States,White
51,306682,9,2,0,40,Divorced,Not-in-family,Male,Sales,Local-gov,United-States,White
61,365032,13,4,0,40,Married-civ-spouse,Husband,Male,Prof-specialty,Private,United-States,White
36,359850,9,0,0,46,Married-civ-spouse,Husband,Male,Transport-moving,Self-emp-not-inc,United-States,White
28,110252,3,0,0,20,Never-married,Husband,Male,Adm-clerical,Private,United-States,White
21,93189,9,4,0,60,Never-married,Wife,Female,Exec-managerial,Private,United-States,White
56,235749,13,0,0,40,Married-civ-spouse,Husband,Male,Adm-clerical,Private,United-States,White
19,25507,13,7775,0,40,Married-civ-spouse,Husband,Male,Craft-repair,Private,United-States,White
36,78854,13,0,0,40,Married-civ-spouse,Wife,Female,Prof-specialty,Self-emp-not-inc,United-States,White
19,278117,14,4882,0,40,Never-married,Husband,Male,Other-service,Private,United-States,White
33,105112,7,0,0,10,Married-civ-spouse,Husband,Male,Adm-clerical,Private,United-States,White
37,166296,13,0,0,40,Never-married,Husband,Male,Farming-fishing,Private,United-States,White
47,244043,11,0,0,67,Married-civ-spouse,Not-in-family,Female,Sales,Private,United-States,White
42,199665,9,4,0,17,Never-married,Unmarried,Female,Exec-managerial,Private,United-States,Asian-Pac-Islander
37,185973,10,10,0,40,Married-civ-spouse,Husband,Male,Prof-specialty,Private,United-States,White
21,428498,11,11,1595,50,Never-married,Unmarried,Female,Prof-specialty,Private,United-States,Asian-Pac-Islander
83,267867,11,0,0,40,Widowed,Own-child,Female,Other-service,Federal-gov,United-States,White
47,223410,9,0,0,40,Married-spouse-absent,Not-in-family,Male,Other-service,Federal-gov,United-States,White
41,262603,6,3,0,40,Separated,Husband,Male,Craft-repair,Private,United-States,White
41,274781,9,0,0,40,Married-civ-spouse,Not-in-family,Male,Tech-support,Private,China,White
38,153750,9,0,0,16,Married-civ-spouse,Husband,Male,Craft-repair,Private,United-States,White
35,179231,10,0,0,40,Married-civ-spouse,Unmarried,Female,Adm-clerical,Private,United-States,White
30,243842,6,9,0,50,Divorced,Own-child,Male,Prof-specialty,Private,United-States,White
72,279718,5,4,0,40,Married-civ-spouse,Husband,Male,Sales,Self-emp-inc,United-States,White
19,122201,13,0,0,40,Never-married,Husband,Male,Protective-serv,Private,United-States,White
70,145820,9,8,0,51,Married-civ-spouse,Unmarried,Female,Adm-clerical,Private,United-States,White
55,110168,9,15002,0,56,Widowed,Not-in-family,Female,Transport-moving,Private,United-States,White
45,162092,9,0,0,40,Married-civ-spouse,Husband,Male,Craft-repair,Private,United-States,White
24,161683,6,0,0,40,Never-married,Unmarried,Female,Adm-clerical,Private,United-States,White
36,333655,9,2,0,26,Married-civ-spouse,Own-child,Male,Exec-managerial,Private,United-States,White
25,184786,10,0,0,6,Married-civ-spouse,Own-child,Female,Sales,Private,Mexico,White
49,110721,10,6,0,40,Separated,Not-in-family,Male,Prof-specialty,Private,Guatemala,White
47,168670,6,0,0,69,Married-civ-spouse,Other-relative,Male,Exec-managerial,Private,United-States,White
24,129986,9,0,1645,40,Never-married,Husband,Male,Machine-op-inspct,Private,Mexico,White
30,202610,13,0,1759,36,Divorced,Husband,Male,Transport-moving,Private,United-States,White
19,200424,9,5,0,40,Never-married,Husband,Male,Machine-op-inspct,Self-emp-inc,United-States,White
26,587760,9,7,0,37,Separated,Own-child,Female,Exec-managerial,Private,United-States,White
17,203699,9,0,0,40,Married-civ-spouse,Unmarried,Female,Exec-managerial,Private,United-States,White
60,250857,14,0,0,50,Widowed,Other-relative,Male,Handlers-cleaners,Federal-gov,United-States,White
25,131464,6,0,0,40,Never-married,Husband,Male,Exec-managerial,Private,United-States,White
62,278190,9,11,0,50,Never-married,Husband,Male,Exec-managerial,Private,United-States,White
49,89487,10,0,0,45,Married-civ-spouse,Husband,Male,Tech-support,Local-gov,United-States,White
36,304376,9,0,0,49,Married-civ-spouse,Husband,Male,Machine-op-inspct,Private,United-States,White
54,53886,15,12,0,85,Married-civ-spouse,Own-child,Male,Craft-repair,Private,United-States,White
17,243990,9,7,0,46,Never-married,Husband,Male,Prof-specialty,Private,United-States,White
21,90310,6,0,0,40,Never-married,Husband,Male,Exec-managerial,Private,United-States,White
50,205934,9,0,0,40,Married-civ-spouse,Husband,Male,Handlers-cleaners,Local-gov,United-States,White
27,148580,13,3634,0,40,Married-civ-spouse,Husband,Male,Sales,Private,United-States,White
20,354950,9,2,0,40,Never-married,Other-relative,Male,Prof-specialty,Private,United-States,White
36,396908,13,7503,0,50,Married-civ-spouse,Not-in-family,Female,Adm-clerical,Private,United-States,White
53,141525,9,4711,0,40,Married-civ-spouse,Husband,Male,Prof-specialty,Private,United-States,White
45,282292,13,0,0,40,Married-civ-spouse,Not-in-family,Male,Transport-moving,Self-emp-inc,United-States,Black
23,352471,6,15372,0,73,Never-married,Husband,Male,Prof-specialty,Private,United-States,White
54,534567,9,0,0,40,Married-civ-spouse,Not-in-family,Male,Craft-repair,Private,United-States,White
49,304802,9,1502,0,45,Married-civ-spouse,Husband,Male,Adm-clerical,Self-emp-not-inc,United-States,White
30,179320,7,0,0,40,Married-civ-spouse,Husband,Male,Other-service,Local-gov,United-States,White
59,133595,9,0,0,46,Never-married,Husband,Male,Sales,State-gov,United-States,White
46,153559,10,0,0,10,Separated,Unmarried,Male,Sales,Private,United-States,White
65,123757,13,4084,0,45,Married-civ-spouse,Husband,Male,Handlers-cleaners,Private,United-States,White
38,190004,10,0,0,40,Divorced,Husband,Male,Craft-repair,Private,Philippines,Asian-Pac-Islander
26,164933,15,9,0,40,Married-civ-spouse,Unmarried,Female,Exec-managerial,Private,United-States,White
46,220048,9,0,0,40,Married-civ-spouse,Own-child,Male,Prof-specialty,Private,United-States,White
19,365505,14,3666,0,40,Never-married,Not-in-family,Male,Transport-moving,Private,United-States,White
43,230124,12,7,0,27,Never-married,Husband,Male,Prof-specialty,Private,United-States,White
58,130394,8,14485,0,40,Divorced,Wife,Female,Sales,Private,United-States,White
30,191807,10,0,0,40,Married-civ-spouse,Husband,Male,Craft-repair,Private,United-States,White
66,188057,12,6,0,60,Never-married,Own-child,Male,Prof-specialty,Private,United-States,White
28,157274,10,0,0,45,Divorced,Own-child,Female,Prof-specialty,Private,Yugoslavia,White
34,109973,13,11,0,44,Never-married,Unmarried,Female,Farming-fishing,Private,United-States,White
55,132718,13,9,0,49,Married-civ-spouse,Not-in-family,Female,Sales,Private,United-States,Black
63,90934,14,0,1900,40,Divorced,Husband,Male,Craft-repair,Private,United-States,White
60,140879,5,0,1913,40,Married-civ-spouse,Husband,Male,Craft-repair,Self-emp-not-inc,United-States,White
45,79654,10,4,0,40,Never-married,Wife,Female,Other-service,Private,United-States,White
48,122095,9,0,0,50,Married-civ-spouse,Husband,Male,Transport-moving,Self-emp-inc,United-States,White
36,105786,9,5,0,45,Never-married,Husband,Male,Transport-moving,Private,United-States,White
36,84986,10,8,0,40,Married-civ-spouse,Own-child,Female,Adm-clerical,Local-gov,United-States,White
51,142286,9,0,1870,28,Married-civ-spouse,Not-in-family,Male,Prof-specialty,Self-emp-inc,United-States,White
71,173740,3,0,0,25,Married-civ-spouse,Husband,Male,Prof-specialty,Private,United-States,White
50,181435,14,3,1948,20,Married-civ-spouse,Wife,Female,Prof-specialty,Local-gov,United-States,White
30,241301,9,5,0,40,Married-civ-spouse,Other-relative,Female,Prof-specialty,Private,United-States,White
21,197913,13,7,0,40,Never-married,Not-in-family,Male,Other-service,Private,United-States,White
38,191164,9,0,0,40,Married-civ-spouse,Not-in-family,Male,Craft-repair,Self-emp-not-inc,Mexico,White
44,210136,9,1,0,40,Married-civ-spouse,Husband,Male,Machine-op-inspct,Private,United-States,Black
29,107489,9,0,0,40,Never-married,Own-child,Female,Exec-managerial,Private,United-States,White
42,69601,12,8,0,40,Married-civ-spouse,Husband,Male,Adm-clerical,Private,United-States,Asian-Pac-Islander
36,42891,13,12,0,40,Separated,Own-child,Female,Adm-clerical,Private,United-States,White
24,120850,13,4,0,32,Married-civ-spouse,Unmarried,Female,Exec-managerial,Private,United-States,White
57,190697,13,4,0,40,Married-civ-spouse,Husband,Male,Handlers-cleaners,Private,United-States,White
28,225528,15,5,0,63,Married-civ-spouse,Not-in-family,Female,Prof-specialty,Private,United-States,White
17,274614,8,0,0,27,Never-married,Own-child,Male,Exec-managerial,Private,Philippines,Asian-Pac-Islander
47,209208,3,6,0,8,Married-civ-spouse,Other-relative,Male,Exec-managerial,Self-emp-not-inc,United-States,White
19,444151,9,3,0,40,Never-married,Husband,Male,Farming-fishing,Private,Canada,White
49,108878,10,3,0,40,Divorced,Not-in-family,Female,Adm-clerical,Private,United-States,White
53,210590,13,0,0,40,Never-married,Husband,Male,Sales,Private,United-States,White
67,170531,9,0,0,40,Married-civ-spouse,Not-in-family,Female,Adm-clerical,Private,United-States,White
43,127217,15,4,0,40,Divorced,Not-in-family,Female,Adm-clerical,Private,United-States,White
25,251963,12,4,0,57,Married-civ-spouse,Husband,Male,Adm-clerical,Private,India,White
45,609823,11,3,0,28,Married-civ-spouse,Husband,Male,Exec-managerial,Local-gov,United-States,White
60,159273,14,0,0,46,Married-civ-spouse,Not-in-family,Female,Adm-clerical,Private,England,White
28,246122,9,0,0,28,Divorced,Wife,Female,Exec-managerial,Local-gov,United-States,White
23,244843,13,4,0,62,Never-married,Other-relative,Female,Sales,Private,Taiwan,White
57,252408,9,0,0,50,Married-civ-spouse,Own-child,Female,Exec-managerial,Private,United-States,White
26,59162,13,2,0,40,Married-civ-spouse,Not-in-family,Male,Prof-specialty,Private,United-States,White
31,260194,9,0,0,40,Married-civ-spouse,Unmarried,Female,Other-service,Private,United-States,Black
46,226644,10,0,0,40,Married-civ-spouse,Unmarried,Female,Tech-support,Self-emp-not-inc,United-States,White
35,166978,12,0,0,40,Married-civ-spouse,Own-child,Female,Adm-clerical,Private,United-States,White
48,134555,9,0,0,56,Married-civ-spouse,Not-in-family,Male,Exec-managerial,Private,United-States,Black
42,535287,9,0,0,40,Married-civ-spouse,Unmarried,Female,Exec-managerial,Private,United-States,White
42,156596,13,0,0,57,Married-civ-spouse,Not-in-family,Female,Prof-specialty,Private,United-States,White
48,212480,9,15557,0,40,Divorced,Husband,Male,Sales,Private,Philippines,Asian-Pac-Islander
20,111631,9,6,0,31,Never-married,Unmarried,Female,Adm-clerical,Private,United-States,White
29,324673,9,6,0,40,Married-civ-spouse,Husband,Male,Sales,Self-emp-not-inc,United-States,White
28,178156,7,0,0,40,Never-married,Husband,Male,Exec-managerial,Private,United-States,White
47,39323,10,20,0,40,Married-civ-spouse,Not-in-family,Female,Adm-clerical,Private,United-States,White
46,248356,11,10,0,40,Married-civ-spouse,Not-in-family,Female,Adm-clerical,Private,United-States,White
21,244881,13,0,0,40,Never-married,Own-child,Female,Other-service,Private,United-States,White
40,369259,7,0,0,40,Married-civ-spouse,Husband,Male,Craft-repair,Self-emp-inc,United-States,Amer-Indian-Eskimo
28,70979,12,0,0,40,Married-AF-spouse,Own-child,Male,Farming-fishing,Private,United-States,White
37,155963,13,7,0,40,Married-civ-spouse,Not-in-family,Female,Craft-repair,Private,United-States,White
50,36605,13,8,0,29,Married-civ-spouse,Not-in-family,Male,Craft-repair,Private,United-States,White
48,195311,11,0,0,50,Never-married,Husband,Male,Machine-op-inspct,Private,United-States,White
44,404736,12,0,0,28,Divorced,Not-in-family,Male,Craft-repair,Private,United-States,White
51,59502,14,7,0,61,Married-civ-spouse,Husband,Male,Tech-support,Private,United-States,White
50,22379,9,0,0,40,Divorced,Husband,Male,Machine-op-inspct,Private,United-States,Asian-Pac-Islander
19,346282,9,0,0,40,Never-married,Husband,Male,Exec-managerial,Private,United-States,White
35,178115,8,8,0,40,Married-civ-spouse,Unmarried,Male,Transport-moving,Private,United-States,White
51,196189,9,4,0,28,Divorced,Husband,Male,Craft-repair,Self-emp-not-inc,United-States,White
45,204280,13,9,0,47,Never-married,Not-in-family,Female,Sales,Private,United-States,White
26,320564,10,4432,1996,40,Married-civ-spouse,Wife,Female,Tech-support,Private,United-States,Black
30,71369,10,562,1644,40,Married-civ-spouse,Husband,Male,Other-service,Private,United-States,Black
39,160283,7,2,0,40,Married-civ-spouse,Not-in-family,Female,Adm-clerical,Private,United-States,Black
50,259998,14,0,0,10,Married-civ-spouse,Husband,Male,Transport-moving,Private,United-States,Black
43,155192,10,0,1636,27,Divorced,Husband,Male,Craft-repair,Private,United-States,White
35,175417,9,6,1566,12,Married-civ-spouse,Not-in-family,Male,Exec-managerial,Private,United-States,White
17,174450,13,0,0,40,Never-married,Not-in-family,Male,Exec-managerial,Private,United-States,White
61,42769,9,5,0,63,Married-civ-spouse,Husband,Male,Craft-repair,Private,United-States,White
31,288002,9,0,0,56,Separated,Own-child,Male,Prof-specialty,Private,United-States,Black
20,289302,13,0,0,40,Never-married,Other-relative,Female,Other-service,Private,United-States,White
17,173621,13,10,0,40,Married-civ-spouse,Not-in-family,Female,Prof-specialty,Private,United-States,White
44,108233,10,0,0,40,Divorced,Own-child,Female,Prof-specialty,State-gov,United-States,White
56,50774,10,2081,0,60,Married-civ-spouse,Unmarried,Female,Prof-specialty,Self-emp-not-inc,United-States,White
62,311235,10,15,0,36,Married-civ-spouse,Husband,Male,Transport-moving,Private,United-States,White
61,180812,13,7,0,40,Married-civ-spouse,Husband,Male,Tech-support,Self-emp-not-inc,United-States,White
51,176459,10,15,0,56,Married-civ-spouse,Own-child,Male,Prof-specialty,Self-emp-not-inc,United-States,White
38,216245,6,0,0,26,Divorced,Wife,Female,Prof-specialty,Private,United-States,Amer-Indian-Eskimo
21,218890,14,0,0,40,Never-married,Own-child,Male,Other-service,Private,United-States,White
46,41623,10,0,1848,40,Divorced,Unmarried,Female,Machine-op-inspct,Private,United-States,White
26,374981,9,6,0,40,Never-married,Own-child,Female,Farming-fishing,Private,United-States,White
23,330290,12,3949,0,36,Never-married,Husband,Male,Farming-fishing,Private,United-States,White
55,209365,12,13,0,40,Divorced,Not-in-family,Male,Adm-clerical,Self-emp-not-inc,United-States,White
50,245171,14,0,1903,40,Married-civ-spouse,Not-in-family,Male,Adm-clerical,Private,South,Black
30,156850,11,6,0,61,Never-married,Husband,Male,Handlers-cleaners,Self-emp-not-inc,United-States,White
52,188851,11,1,0,35,Divorced,Husband,Male,Sales,Private,United-States,Black
47,122212,12,0,0,13,Married-civ-spouse,Husband,Male,Exec-managerial,Private,United-States,White
50,157647,12,0,0,40,Married-civ-spouse,Husband,Male,Transport-moving,Self-emp-not-inc,United-States,White
35,158525,10,8,0,46,Never-married,Own-child,Male,Craft-repair,Private,United-States,White
41,365734,9,3,0,56,Married-civ-spouse,Not-in-family,Female,Sales,Private,United-States,White
26,188940,10,11,0,55,Married-civ-spouse,Not-in-family,Male,Transport-moving,Private,United-States,White
37,159092,9,0,1563,40,Married-civ-spouse,Not-in-family,Male,Protective-serv,Private,United-States,White
61,180381,5,4,0,52,Divorced,Not-in-family,Female,Exec-managerial,Private,United-States,White
28,108766,15,12,0,58,Divorced,Husband,Male,Prof-specialty,Private,United-States,White
41,244292,9,21,0,40,Married-civ-spouse,Own-child,Female,Other-service,Private,United-States,Black
57,359858,4,3,0,40,Never-married,Husband,Male,Tech-support,Private,Mexico,White
42,318395,14,0,1299,35,Married-civ-spouse,Unmarried,Female,Sales,Self-emp-not-inc,United-States,Black
35,156147,1,0,0,45,Divorced,Not-in-family,Male,Machine-op-inspct,Private,United-States,Asian-Pac-Islander
23,389520,10,7895,0,40,Married-civ-spouse,Husband,Male,Sales,Self-emp-inc,United-States,White
26,177150,13,9,0,40,Never-married,Unmarried,Female,Other-service,Private,United-States,White
